,Location type,ParentLocation,PM25 Value,Average PM25
5029,Country,South-East Asia,19.56,23.53843492063492
5030,Country,Western Pacific,19.57,23.53843492063492
5031,Country,Americas,19.6,23.53843492063492
5032,Country,Americas,19.68,23.53843492063492
5033,Country,Europe,19.72,23.53843492063492
5034,Country,Africa,19.72,23.53843492063492
5035,Country,Europe,19.82,23.53843492063492
5036,Country,Americas,19.84,23.53843492063492
5037,Country,Eastern Mediterranean,19.94,23.53843492063492
5038,Country,Americas,19.95,23.53843492063492
5039,Country,Eastern Mediterranean,20.0,23.53843492063492
5040,Country,Europe,20.01,23.53843492063492
5041,Country,Europe,20.06,23.53843492063492
5042,Country,Western Pacific,20.08,23.53843492063492
5043,Country,Western Pacific,20.15,23.53843492063492
5044,Country,Western Pacific,20.15,23.53843492063492
5045,Country,Western Pacific,20.16,23.53843492063492
5046,Country,Europe,20.22,23.53843492063492
5047,Country,Americas,20.25,23.53843492063492
5048,Country,Eastern Mediterranean,20.27,23.53843492063492
5049,Country,Africa,20.29,23.53843492063492
5050,Country,Americas,20.3,23.53843492063492
5051,Country,Europe,20.34,23.53843492063492
5052,Country,Europe,20.35,23.53843492063492
5053,Country,Europe,20.4,23.53843492063492
5054,Country,South-East Asia,20.42,23.53843492063492
5055,Country,Europe,20.43,23.53843492063492
5056,Country,Europe,20.51,23.53843492063492
5057,Country,Eastern Mediterranean,20.51,23.53843492063492
5058,Country,Americas,20.52,23.53843492063492
5059,Country,Western Pacific,20.55,23.53843492063492
5060,Country,Americas,20.56,23.53843492063492
5061,Country,Europe,20.64,23.53843492063492
5062,Country,Africa,20.79,23.53843492063492
5063,Country,Western Pacific,20.81,23.53843492063492
5064,Country,Africa,20.83,23.53843492063492
5065,Country,South-East Asia,20.89,23.53843492063492
5066,Country,Europe,20.92,23.53843492063492
5067,Country,Africa,20.96,23.53843492063492
5068,Country,Eastern Mediterranean,20.98,23.53843492063492
5069,Country,Africa,21.01,23.53843492063492
5070,Country,South-East Asia,21.03,23.53843492063492
5071,Country,Africa,21.05,23.53843492063492
5072,Country,Africa,21.08,23.53843492063492
5073,Country,Africa,21.16,23.53843492063492
5074,Country,Americas,21.16,23.53843492063492
5075,Country,Europe,21.17,23.53843492063492
5076,Country,Americas,21.23,23.53843492063492
5077,Country,Africa,21.24,23.53843492063492
5078,Country,Western Pacific,21.24,23.53843492063492
5079,Country,Africa,21.31,23.53843492063492
5080,Country,Europe,21.34,23.53843492063492
5081,Country,Africa,21.34,23.53843492063492
5082,Country,Europe,21.38,23.53843492063492
5083,Country,Eastern Mediterranean,21.4,23.53843492063492
5084,Country,Europe,21.44,23.53843492063492
5085,Country,Europe,21.47,23.53843492063492
5086,Country,Western Pacific,21.54,23.53843492063492
5087,Country,Africa,21.56,23.53843492063492
5088,Country,Americas,21.56,23.53843492063492
5089,Country,Americas,21.59,23.53843492063492
5090,Country,Africa,21.65,23.53843492063492
5091,Country,South-East Asia,21.72,23.53843492063492
5092,Country,Europe,21.8,23.53843492063492
5093,Country,South-East Asia,21.92,23.53843492063492
5094,Country,Africa,21.94,23.53843492063492
5095,Country,Europe,21.99,23.53843492063492
5096,Country,Americas,22.03,23.53843492063492
5097,Country,Africa,22.03,23.53843492063492
5098,Country,Eastern Mediterranean,22.13,23.53843492063492
5099,Country,Eastern Mediterranean,22.17,23.53843492063492
5100,Country,Western Pacific,22.17,23.53843492063492
5101,Country,Africa,22.2,23.53843492063492
5102,Country,Europe,22.27,23.53843492063492
5103,Country,Americas,22.34,23.53843492063492
5104,Country,Africa,22.36,23.53843492063492
5105,Country,Western Pacific,22.38,23.53843492063492
5106,Country,Africa,22.45,23.53843492063492
5107,Country,Europe,22.56,23.53843492063492
5108,Country,Africa,22.58,23.53843492063492
5109,Country,Europe,22.59,23.53843492063492
5110,Country,Europe,22.59,23.53843492063492
5111,Country,Africa,22.62,23.53843492063492
5112,Country,Africa,22.64,23.53843492063492
5113,Country,Africa,22.64,23.53843492063492
5114,Country,Africa,22.64,23.53843492063492
5115,Country,South-East Asia,22.66,23.53843492063492
5116,Country,Africa,22.68,23.53843492063492
5117,Country,Americas,22.7,23.53843492063492
5118,Country,Europe,22.76,23.53843492063492
5119,Country,Europe,22.86,23.53843492063492
5120,Country,Europe,22.86,23.53843492063492
5121,Country,Western Pacific,22.98,23.53843492063492
5122,Country,Africa,23.03,23.53843492063492
5123,Country,Eastern Mediterranean,23.03,23.53843492063492
5124,Country,Africa,23.05,23.53843492063492
5125,Country,South-East Asia,23.06,23.53843492063492
5126,Country,Africa,23.07,23.53843492063492
5127,Country,Western Pacific,23.07,23.53843492063492
5128,Country,Americas,23.1,23.53843492063492
5129,Country,Americas,23.14,23.53843492063492
5130,Country,Americas,23.15,23.53843492063492
5131,Country,Europe,23.15,23.53843492063492
5132,Country,Europe,23.17,23.53843492063492
5133,Country,Americas,23.21,23.53843492063492
5134,Country,Eastern Mediterranean,23.23,23.53843492063492
5135,Country,Americas,23.26,23.53843492063492
5136,Country,Europe,23.26,23.53843492063492
5137,Country,Western Pacific,23.28,23.53843492063492
5138,Country,South-East Asia,23.32,23.53843492063492
5139,Country,Eastern Mediterranean,23.35,23.53843492063492
5140,Country,Europe,23.41,23.53843492063492
5141,Country,Eastern Mediterranean,23.43,23.53843492063492
5142,Country,Europe,23.45,23.53843492063492
5143,Country,Africa,23.48,23.53843492063492
5144,Country,South-East Asia,23.57,23.53843492063492
5145,Country,Africa,23.63,23.53843492063492
5146,Country,South-East Asia,23.66,23.53843492063492
5147,Country,Americas,23.67,23.53843492063492
5148,Country,Western Pacific,23.74,23.53843492063492
5149,Country,Europe,23.77,23.53843492063492
5150,Country,Eastern Mediterranean,23.82,23.53843492063492
5151,Country,Eastern Mediterranean,23.87,23.53843492063492
5152,Country,Africa,23.9,23.53843492063492
5153,Country,Eastern Mediterranean,23.97,23.53843492063492
5154,Country,South-East Asia,24.04,23.53843492063492
5155,Country,Africa,24.11,23.53843492063492
5156,Country,Africa,24.12,23.53843492063492
5157,Country,Americas,24.13,23.53843492063492
5158,Country,Eastern Mediterranean,24.13,23.53843492063492
5159,Country,Eastern Mediterranean,24.31,23.53843492063492
5160,Country,Eastern Mediterranean,24.31,23.53843492063492
5161,Country,Eastern Mediterranean,24.32,23.53843492063492
5162,Country,Europe,24.35,23.53843492063492
5163,Country,Eastern Mediterranean,24.4,23.53843492063492
5164,Country,South-East Asia,24.4,23.53843492063492
5165,Country,Western Pacific,24.46,23.53843492063492
5166,Country,Eastern Mediterranean,24.47,23.53843492063492
5167,Country,Western Pacific,24.53,23.53843492063492
5168,Country,Africa,24.74,23.53843492063492
5169,Country,Americas,24.82,23.53843492063492
5170,Country,Africa,24.82,23.53843492063492
5171,Country,Eastern Mediterranean,24.88,23.53843492063492
5172,Country,Eastern Mediterranean,24.88,23.53843492063492
5173,Country,Africa,24.88,23.53843492063492
5174,Country,Europe,24.9,23.53843492063492
5175,Country,Europe,24.91,23.53843492063492
5176,Country,Americas,25.06,23.53843492063492
5177,Country,Americas,25.08,23.53843492063492
5178,Country,South-East Asia,25.18,23.53843492063492
5179,Country,Europe,25.19,23.53843492063492
5180,Country,Americas,25.22,23.53843492063492
5181,Country,Eastern Mediterranean,25.31,23.53843492063492
5182,Country,Africa,25.46,23.53843492063492
5183,Country,Europe,25.56,23.53843492063492
5184,Country,Eastern Mediterranean,25.6,23.53843492063492
5185,Country,Americas,25.62,23.53843492063492
5186,Country,Africa,25.72,23.53843492063492
5187,Country,South-East Asia,25.79,23.53843492063492
5188,Country,Europe,25.94,23.53843492063492
5189,Country,Eastern Mediterranean,25.98,23.53843492063492
5190,Country,South-East Asia,26.08,23.53843492063492
5191,Country,Europe,26.27,23.53843492063492
5192,Country,Americas,26.29,23.53843492063492
5193,Country,South-East Asia,26.38,23.53843492063492
5194,Country,Europe,26.43,23.53843492063492
5195,Country,Africa,26.5,23.53843492063492
5196,Country,Americas,26.5,23.53843492063492
5197,Country,Western Pacific,26.57,23.53843492063492
5198,Country,Americas,26.68,23.53843492063492
5199,Country,Africa,26.7,23.53843492063492
5200,Country,Americas,26.72,23.53843492063492
5201,Country,South-East Asia,26.72,23.53843492063492
5202,Country,South-East Asia,26.93,23.53843492063492
5203,Country,Africa,27.0,23.53843492063492
5204,Country,Eastern Mediterranean,27.01,23.53843492063492
5205,Country,Europe,27.03,23.53843492063492
5206,Country,Americas,27.04,23.53843492063492
5207,Country,Africa,27.07,23.53843492063492
5208,Country,Eastern Mediterranean,27.26,23.53843492063492
5209,Country,Americas,27.48,23.53843492063492
5210,Country,Europe,27.5,23.53843492063492
5211,Country,Africa,27.61,23.53843492063492
5212,Country,Eastern Mediterranean,27.63,23.53843492063492
5213,Country,Americas,27.74,23.53843492063492
5214,Country,Africa,27.75,23.53843492063492
5215,Country,Europe,27.76,23.53843492063492
5216,Country,Africa,27.79,23.53843492063492
5217,Country,Eastern Mediterranean,27.8,23.53843492063492
5218,Country,Africa,27.9,23.53843492063492
5219,Country,Europe,27.99,23.53843492063492
5220,Country,Eastern Mediterranean,28.16,23.53843492063492
5221,Country,Africa,28.28,23.53843492063492
5222,Country,Africa,28.34,23.53843492063492
5223,Country,Eastern Mediterranean,28.36,23.53843492063492
5224,Country,Europe,28.36,23.53843492063492
5225,Country,Americas,28.39,23.53843492063492
5226,Country,Eastern Mediterranean,28.52,23.53843492063492
5227,Country,Africa,28.56,23.53843492063492
5228,Country,Africa,28.64,23.53843492063492
5229,Country,Africa,28.65,23.53843492063492
5230,Country,Eastern Mediterranean,28.67,23.53843492063492
5231,Country,Europe,28.71,23.53843492063492
5232,Country,Eastern Mediterranean,28.85,23.53843492063492
5233,Country,Americas,28.9,23.53843492063492
5234,Country,Western Pacific,28.95,23.53843492063492
5235,Country,Americas,29.02,23.53843492063492
5236,Country,Eastern Mediterranean,29.06,23.53843492063492
5237,Country,Africa,29.09,23.53843492063492
5238,Country,Eastern Mediterranean,29.14,23.53843492063492
5239,Country,Africa,29.18,23.53843492063492
5240,Country,Western Pacific,29.25,23.53843492063492
5241,Country,Europe,29.31,23.53843492063492
5242,Country,Americas,29.36,23.53843492063492
5243,Country,Western Pacific,29.37,23.53843492063492
5244,Country,Europe,29.39,23.53843492063492
5245,Country,South-East Asia,29.72,23.53843492063492
5246,Country,Africa,29.75,23.53843492063492
5247,Country,Western Pacific,29.9,23.53843492063492
5248,Country,Europe,29.93,23.53843492063492
5249,Country,Americas,29.97,23.53843492063492
5250,Country,Eastern Mediterranean,29.98,23.53843492063492
5251,Country,Eastern Mediterranean,30.03,23.53843492063492
5252,Country,South-East Asia,30.1,23.53843492063492
5253,Country,Africa,30.11,23.53843492063492
5254,Country,Americas,30.21,23.53843492063492
5255,Country,Africa,30.24,23.53843492063492
5256,Country,Africa,30.27,23.53843492063492
5257,Country,Africa,30.29,23.53843492063492
5258,Country,Eastern Mediterranean,30.34,23.53843492063492
5259,Country,Europe,30.38,23.53843492063492
5260,Country,Eastern Mediterranean,30.66,23.53843492063492
5261,Country,Africa,30.78,23.53843492063492
5262,Country,Europe,30.91,23.53843492063492
5263,Country,Europe,31.06,23.53843492063492
5264,Country,Africa,31.13,23.53843492063492
5265,Country,Africa,31.14,23.53843492063492
5266,Country,Africa,31.15,23.53843492063492
5267,Country,Africa,31.23,23.53843492063492
5268,Country,Africa,31.43,23.53843492063492
5269,Country,Americas,31.47,23.53843492063492
5270,Country,Africa,31.47,23.53843492063492
5271,Country,Eastern Mediterranean,31.48,23.53843492063492
5272,Country,Africa,31.51,23.53843492063492
5273,Country,Africa,31.57,23.53843492063492
5274,Country,Europe,31.62,23.53843492063492
5275,Country,Africa,31.65,23.53843492063492
5276,Country,Africa,31.68,23.53843492063492
5277,Country,Africa,31.83,23.53843492063492
5278,Country,Europe,31.89,23.53843492063492
5279,Country,Europe,31.93,23.53843492063492
5280,Country,Europe,31.99,23.53843492063492
5281,Country,Europe,32.07,23.53843492063492
5282,Country,Africa,32.12,23.53843492063492
5283,Country,Africa,32.21,23.53843492063492
5284,Country,Africa,32.32,23.53843492063492
5285,Country,Africa,32.63,23.53843492063492
5286,Country,Eastern Mediterranean,32.67,23.53843492063492
5287,Country,Africa,33.11,23.53843492063492
5288,Country,Europe,33.16,23.53843492063492
5289,Country,Eastern Mediterranean,33.32,23.53843492063492
5290,Country,Africa,33.37,23.53843492063492
5291,Country,Africa,33.45,23.53843492063492
5292,Country,Africa,33.61,23.53843492063492
5293,Country,Europe,33.79,23.53843492063492
5294,Country,Europe,33.81,23.53843492063492
5295,Country,Africa,33.83,23.53843492063492
5296,Country,Americas,33.83,23.53843492063492
5297,Country,Eastern Mediterranean,34.0,23.53843492063492
5298,Country,Africa,34.05,23.53843492063492
5299,Country,Eastern Mediterranean,34.38,23.53843492063492
5300,Country,Eastern Mediterranean,34.4,23.53843492063492
5301,Country,Africa,34.42,23.53843492063492
5302,Country,Africa,34.44,23.53843492063492
5303,Country,Africa,34.47,23.53843492063492
5304,Country,Africa,34.51,23.53843492063492
5305,Country,Africa,34.59,23.53843492063492
5306,Country,Europe,34.61,23.53843492063492
5307,Country,Africa,34.62,23.53843492063492
5308,Country,Africa,34.65,23.53843492063492
5309,Country,Africa,34.66,23.53843492063492
5310,Country,Americas,34.66,23.53843492063492
5311,Country,Africa,34.69,23.53843492063492
5312,Country,Eastern Mediterranean,34.69,23.53843492063492
5313,Country,Europe,34.74,23.53843492063492
5314,Country,Africa,34.82,23.53843492063492
5315,Country,Africa,34.85,23.53843492063492
5316,Country,Africa,34.92,23.53843492063492
5317,Country,Africa,34.93,23.53843492063492
5318,Country,Africa,35.0,23.53843492063492
5319,Country,Africa,35.04,23.53843492063492
5320,Country,Eastern Mediterranean,35.19,23.53843492063492
5321,Country,Africa,35.21,23.53843492063492
5322,Country,Africa,35.46,23.53843492063492
5323,Country,Africa,35.56,23.53843492063492
5324,Country,Africa,35.85,23.53843492063492
5325,Country,Africa,35.93,23.53843492063492
5326,Country,Eastern Mediterranean,36.07,23.53843492063492
5327,Country,Europe,36.31,23.53843492063492
5328,Country,Africa,36.49,23.53843492063492
5329,Country,Africa,36.6,23.53843492063492
5330,Country,Eastern Mediterranean,36.63,23.53843492063492
5331,Country,Europe,36.94,23.53843492063492
5332,Country,Africa,36.96,23.53843492063492
5333,Country,Eastern Mediterranean,37.0,23.53843492063492
5334,Country,Africa,37.01,23.53843492063492
5335,Country,Africa,37.43,23.53843492063492
5336,Country,Eastern Mediterranean,37.46,23.53843492063492
5337,Country,Africa,37.47,23.53843492063492
5338,Country,Africa,37.48,23.53843492063492
5339,Country,Africa,37.69,23.53843492063492
5340,Country,Africa,37.8,23.53843492063492
5341,Country,Africa,37.8,23.53843492063492
5342,Country,Africa,37.96,23.53843492063492
5343,Country,Eastern Mediterranean,38.27,23.53843492063492
5344,Country,Africa,38.32,23.53843492063492
5345,Country,Africa,38.34,23.53843492063492
5346,Country,Africa,38.38,23.53843492063492
5347,Country,Africa,38.38,23.53843492063492
5348,Country,Africa,38.41,23.53843492063492
5349,Country,Eastern Mediterranean,38.52,23.53843492063492
5350,Country,Africa,38.68,23.53843492063492
5351,Country,Africa,38.7,23.53843492063492
5352,Country,Eastern Mediterranean,38.77,23.53843492063492
5353,Country,Eastern Mediterranean,38.8,23.53843492063492
5354,Country,Eastern Mediterranean,38.82,23.53843492063492
5355,Country,South-East Asia,39.26,23.53843492063492
5356,Country,Africa,39.28,23.53843492063492
5357,Country,Africa,39.43,23.53843492063492
5358,Country,Europe,39.52,23.53843492063492
5359,Country,Africa,39.55,23.53843492063492
5360,Country,Europe,39.56,23.53843492063492
5361,Country,Europe,39.6,23.53843492063492
5362,Country,Eastern Mediterranean,39.61,23.53843492063492
5363,Country,Africa,39.93,23.53843492063492
5364,Country,Americas,4.98,23.53843492063492
5365,Country,Africa,40.01,23.53843492063492
5366,Country,Africa,40.02,23.53843492063492
5367,Country,Eastern Mediterranean,40.05,23.53843492063492
5368,Country,Africa,40.13,23.53843492063492
5369,Country,Eastern Mediterranean,40.27,23.53843492063492
5370,Country,South-East Asia,40.3,23.53843492063492
5371,Country,Africa,40.53,23.53843492063492
5372,Country,Europe,40.56,23.53843492063492
5373,Country,Africa,40.64,23.53843492063492
5374,Country,Africa,40.81,23.53843492063492
5375,Country,South-East Asia,41.03,23.53843492063492
5376,Country,Africa,41.04,23.53843492063492
5377,Country,South-East Asia,41.23,23.53843492063492
5378,Country,Eastern Mediterranean,41.34,23.53843492063492
5379,Country,Africa,41.36,23.53843492063492
5380,Country,Africa,41.4,23.53843492063492
5381,Country,South-East Asia,41.41,23.53843492063492
5382,Country,Western Pacific,41.52,23.53843492063492
5383,Country,Europe,41.78,23.53843492063492
5384,Country,Africa,41.93,23.53843492063492
5385,Country,Africa,42.0,23.53843492063492
5386,Country,Africa,42.16,23.53843492063492
5387,Country,Eastern Mediterranean,42.38,23.53843492063492
5388,Country,Eastern Mediterranean,42.38,23.53843492063492
5389,Country,South-East Asia,42.45,23.53843492063492
5390,Country,Europe,42.95,23.53843492063492
5391,Country,Africa,43.02,23.53843492063492
5392,Country,Europe,43.07,23.53843492063492
5393,Country,Western Pacific,43.09,23.53843492063492
5394,Country,Africa,43.44,23.53843492063492
5395,Country,Africa,43.63,23.53843492063492
5396,Country,Africa,44.01,23.53843492063492
5397,Country,Africa,44.33,23.53843492063492
5398,Country,Africa,44.56,23.53843492063492
5399,Country,Europe,44.6,23.53843492063492
5400,Country,Africa,44.75,23.53843492063492
5401,Country,Africa,44.82,23.53843492063492
5402,Country,Africa,45.13,23.53843492063492
5403,Country,Eastern Mediterranean,45.17,23.53843492063492
5404,Country,Europe,45.28,23.53843492063492
5405,Country,Europe,45.4,23.53843492063492
5406,Country,Europe,45.42,23.53843492063492
5407,Country,Western Pacific,45.83,23.53843492063492
5408,Country,Europe,46.04,23.53843492063492
5409,Country,Europe,47.06,23.53843492063492
5410,Country,Western Pacific,47.14,23.53843492063492
5411,Country,Africa,47.35,23.53843492063492
5412,Country,South-East Asia,47.56,23.53843492063492
5413,Country,Africa,48.05,23.53843492063492
5414,Country,Europe,48.55,23.53843492063492
5415,Country,Africa,48.6,23.53843492063492
5416,Country,Europe,48.7,23.53843492063492
5417,Country,Africa,48.8,23.53843492063492
5418,Country,Eastern Mediterranean,49.32,23.53843492063492
5419,Country,Africa,49.35,23.53843492063492
5420,Country,Africa,49.66,23.53843492063492
5421,Country,Africa,49.79,23.53843492063492
5422,Country,Eastern Mediterranean,49.93,23.53843492063492
5423,Country,Europe,5.27,23.53843492063492
5424,Country,Americas,5.29,23.53843492063492
5425,Country,Western Pacific,5.32,23.53843492063492
5426,Country,Americas,5.32,23.53843492063492
5427,Country,Americas,5.33,23.53843492063492
5428,Country,Europe,5.61,23.53843492063492
5429,Country,Americas,5.65,23.53843492063492
5430,Country,Europe,5.77,23.53843492063492
5431,Country,Europe,5.8,23.53843492063492
5432,Country,Americas,5.85,23.53843492063492
5433,Country,Eastern Mediterranean,50.12,23.53843492063492
5434,Country,Eastern Mediterranean,50.16,23.53843492063492
5435,Country,South-East Asia,50.84,23.53843492063492
5436,Country,South-East Asia,50.96,23.53843492063492
5437,Country,Africa,51.22,23.53843492063492
5438,Country,Europe,51.63,23.53843492063492
5439,Country,Africa,51.66,23.53843492063492
5440,Country,South-East Asia,51.89,23.53843492063492
5441,Country,Eastern Mediterranean,51.92,23.53843492063492
5442,Country,Africa,51.97,23.53843492063492
5443,Country,Eastern Mediterranean,51.98,23.53843492063492
5444,Country,Africa,52.52,23.53843492063492
5445,Country,Eastern Mediterranean,52.82,23.53843492063492
5446,Country,Europe,52.93,23.53843492063492
5447,Country,Eastern Mediterranean,52.96,23.53843492063492
5448,Country,Africa,53.15,23.53843492063492
5449,Country,Africa,53.29,23.53843492063492
5450,Country,Africa,53.33,23.53843492063492
5451,Country,Eastern Mediterranean,53.41,23.53843492063492
5452,Country,Africa,53.82,23.53843492063492
5453,Country,Africa,53.92,23.53843492063492
5454,Country,Africa,53.96,23.53843492063492
5455,Country,Eastern Mediterranean,54.31,23.53843492063492
5456,Country,Eastern Mediterranean,54.38,23.53843492063492
5457,Country,Africa,54.53,23.53843492063492
5458,Country,Africa,54.72,23.53843492063492
5459,Country,Eastern Mediterranean,55.14,23.53843492063492
5460,Country,South-East Asia,55.27,23.53843492063492
5461,Country,Western Pacific,55.4,23.53843492063492
5462,Country,Europe,55.44,23.53843492063492
5463,Country,South-East Asia,55.58,23.53843492063492
5464,Country,South-East Asia,55.89,23.53843492063492
5465,Country,Eastern Mediterranean,56.26,23.53843492063492
5466,Country,Eastern Mediterranean,56.28,23.53843492063492
5467,Country,Eastern Mediterranean,56.4,23.53843492063492
5468,Country,Western Pacific,56.59,23.53843492063492
5469,Country,Eastern Mediterranean,56.69,23.53843492063492
5470,Country,Eastern Mediterranean,57.0,23.53843492063492
5471,Country,South-East Asia,57.53,23.53843492063492
5472,Country,Africa,57.55,23.53843492063492
5473,Country,Africa,57.7,23.53843492063492
5474,Country,Eastern Mediterranean,57.77,23.53843492063492
5475,Country,Africa,57.8,23.53843492063492
5476,Country,Eastern Mediterranean,58.04,23.53843492063492
5477,Country,Western Pacific,58.22,23.53843492063492
5478,Country,Eastern Mediterranean,58.29,23.53843492063492
5479,Country,Africa,58.43,23.53843492063492
5480,Country,Western Pacific,58.94,23.53843492063492
5481,Country,South-East Asia,59.07,23.53843492063492
5482,Country,Eastern Mediterranean,59.3,23.53843492063492
5483,Country,Africa,59.63,23.53843492063492
5484,Country,Europe,59.79,23.53843492063492
5485,Country,Eastern Mediterranean,59.83,23.53843492063492
5486,Country,Europe,6.03,23.53843492063492
5487,Country,Europe,6.09,23.53843492063492
5488,Country,Western Pacific,6.13,23.53843492063492
5489,Country,Europe,6.3,23.53843492063492
5490,Country,Europe,6.32,23.53843492063492
5491,Country,Europe,6.4,23.53843492063492
5492,Country,Europe,6.41,23.53843492063492
5493,Country,Europe,6.48,23.53843492063492
5494,Country,Western Pacific,6.52,23.53843492063492
5495,Country,Western Pacific,6.52,23.53843492063492
5496,Country,Europe,6.62,23.53843492063492
5497,Country,Europe,6.73,23.53843492063492
5498,Country,Western Pacific,6.78,23.53843492063492
5499,Country,Western Pacific,6.78,23.53843492063492
5500,Country,Europe,6.81,23.53843492063492
5501,Country,Western Pacific,6.83,23.53843492063492
5502,Country,Europe,6.9,23.53843492063492
5503,Country,Western Pacific,6.91,23.53843492063492
5504,Country,Western Pacific,6.92,23.53843492063492
5505,Country,Americas,6.93,23.53843492063492
5506,Country,Western Pacific,6.97,23.53843492063492
5507,Country,Western Pacific,60.08,23.53843492063492
5508,Country,South-East Asia,60.09,23.53843492063492
5509,Country,Eastern Mediterranean,60.35,23.53843492063492
5510,Country,South-East Asia,60.53,23.53843492063492
5511,Country,Eastern Mediterranean,60.79,23.53843492063492
5512,Country,Eastern Mediterranean,61.96,23.53843492063492
5513,Country,South-East Asia,61.97,23.53843492063492
5514,Country,Eastern Mediterranean,62.02,23.53843492063492
5515,Country,Eastern Mediterranean,63.0,23.53843492063492
5516,Country,South-East Asia,63.43,23.53843492063492
5517,Country,Europe,63.46,23.53843492063492
5518,Country,Europe,63.77,23.53843492063492
5519,Country,Eastern Mediterranean,65.15,23.53843492063492
5520,Country,South-East Asia,65.41,23.53843492063492
5521,Country,Eastern Mediterranean,65.55,23.53843492063492
5522,Country,Eastern Mediterranean,65.59,23.53843492063492
5523,Country,Europe,67.24,23.53843492063492
5524,Country,Eastern Mediterranean,68.06,23.53843492063492
5525,Country,Eastern Mediterranean,68.85,23.53843492063492
5526,Country,Western Pacific,69.17,23.53843492063492
5527,Country,Western Pacific,7.01,23.53843492063492
5528,Country,Western Pacific,7.01,23.53843492063492
5529,Country,Europe,7.05,23.53843492063492
5530,Country,Western Pacific,7.06,23.53843492063492
5531,Country,Western Pacific,7.08,23.53843492063492
5532,Country,Western Pacific,7.09,23.53843492063492
5533,Country,Western Pacific,7.09,23.53843492063492
5534,Country,Europe,7.09,23.53843492063492
5535,Country,Western Pacific,7.16,23.53843492063492
5536,Country,Western Pacific,7.18,23.53843492063492
5537,Country,Western Pacific,7.18,23.53843492063492
5538,Country,Western Pacific,7.18,23.53843492063492
5539,Country,Europe,7.18,23.53843492063492
5540,Country,Europe,7.18,23.53843492063492
5541,Country,Western Pacific,7.19,23.53843492063492
5542,Country,Western Pacific,7.2,23.53843492063492
5543,Country,Americas,7.21,23.53843492063492
5544,Country,Western Pacific,7.23,23.53843492063492
5545,Country,Western Pacific,7.27,23.53843492063492
5546,Country,Americas,7.29,23.53843492063492
5547,Country,Western Pacific,7.32,23.53843492063492
5548,Country,Western Pacific,7.32,23.53843492063492
5549,Country,Western Pacific,7.32,23.53843492063492
5550,Country,Western Pacific,7.33,23.53843492063492
5551,Country,Western Pacific,7.34,23.53843492063492
5552,Country,Western Pacific,7.35,23.53843492063492
5553,Country,Western Pacific,7.36,23.53843492063492
5554,Country,Western Pacific,7.37,23.53843492063492
5555,Country,Americas,7.38,23.53843492063492
5556,Country,Europe,7.38,23.53843492063492
5557,Country,Western Pacific,7.4,23.53843492063492
5558,Country,Western Pacific,7.4,23.53843492063492
5559,Country,Western Pacific,7.41,23.53843492063492
5560,Country,Western Pacific,7.41,23.53843492063492
5561,Country,Western Pacific,7.44,23.53843492063492
5562,Country,Western Pacific,7.44,23.53843492063492
5563,Country,Western Pacific,7.55,23.53843492063492
5564,Country,Americas,7.55,23.53843492063492
5565,Country,Western Pacific,7.62,23.53843492063492
5566,Country,Western Pacific,7.63,23.53843492063492
5567,Country,Western Pacific,7.63,23.53843492063492
5568,Country,Europe,7.64,23.53843492063492
5569,Country,Western Pacific,7.65,23.53843492063492
5570,Country,Western Pacific,7.65,23.53843492063492
5571,Country,Americas,7.68,23.53843492063492
5572,Country,Americas,7.7,23.53843492063492
5573,Country,Western Pacific,7.74,23.53843492063492
5574,Country,Western Pacific,7.76,23.53843492063492
5575,Country,Americas,7.8,23.53843492063492
5576,Country,Americas,7.8,23.53843492063492
5577,Country,Western Pacific,7.82,23.53843492063492
5578,Country,Europe,7.82,23.53843492063492
5579,Country,Western Pacific,7.83,23.53843492063492
5580,Country,Western Pacific,7.83,23.53843492063492
5581,Country,Europe,7.85,23.53843492063492
5582,Country,Americas,7.87,23.53843492063492
5583,Country,Western Pacific,7.88,23.53843492063492
5584,Country,Western Pacific,7.9,23.53843492063492
5585,Country,Western Pacific,7.9,23.53843492063492
5586,Country,Europe,7.9,23.53843492063492
5587,Country,Americas,7.92,23.53843492063492
5588,Country,Europe,7.95,23.53843492063492
5589,Country,Europe,7.96,23.53843492063492
5590,Country,Europe,74.15,23.53843492063492
5591,Country,Western Pacific,8.02,23.53843492063492
5592,Country,Western Pacific,8.02,23.53843492063492
5593,Country,Americas,8.02,23.53843492063492
5594,Country,Western Pacific,8.02,23.53843492063492
5595,Country,Americas,8.09,23.53843492063492
5596,Country,Europe,8.11,23.53843492063492
5597,Country,Western Pacific,8.12,23.53843492063492
5598,Country,Europe,8.17,23.53843492063492
5599,Country,Western Pacific,8.2,23.53843492063492
5600,Country,Americas,8.22,23.53843492063492
5601,Country,Europe,8.22,23.53843492063492
5602,Country,Europe,8.24,23.53843492063492
5603,Country,Americas,8.25,23.53843492063492
5604,Country,Western Pacific,8.27,23.53843492063492
5605,Country,Western Pacific,8.28,23.53843492063492
5606,Country,Americas,8.31,23.53843492063492
5607,Country,Western Pacific,8.36,23.53843492063492
5608,Country,Americas,8.36,23.53843492063492
5609,Country,Western Pacific,8.39,23.53843492063492
5610,Country,Americas,8.42,23.53843492063492
5611,Country,Western Pacific,8.45,23.53843492063492
5612,Country,Americas,8.5,23.53843492063492
5613,Country,Americas,8.52,23.53843492063492
