,Location type,ParentLocation,PM25 Value,Average PM25
2446,Country,Africa,33.12,23.53843492063492
2447,Country,Europe,33.21,23.53843492063492
2448,Country,Africa,33.25,23.53843492063492
2449,Country,Africa,33.46,23.53843492063492
2450,Country,Africa,33.5,23.53843492063492
2451,Country,Africa,33.62,23.53843492063492
2452,Country,Europe,33.72,23.53843492063492
2453,Country,Africa,33.9,23.53843492063492
2454,Country,Africa,33.95,23.53843492063492
2455,Country,Africa,34.22,23.53843492063492
2456,Country,Africa,34.39,23.53843492063492
2457,Country,Africa,34.42,23.53843492063492
2458,Country,Africa,34.45,23.53843492063492
2459,Country,Europe,34.51,23.53843492063492
2460,Country,Africa,34.59,23.53843492063492
2461,Country,Africa,34.71,23.53843492063492
2462,Country,Africa,34.73,23.53843492063492
2463,Country,Africa,34.83,23.53843492063492
2464,Country,Eastern Mediterranean,35.16,23.53843492063492
2465,Country,Africa,35.32,23.53843492063492
2466,Country,Eastern Mediterranean,35.42,23.53843492063492
2467,Country,Africa,35.45,23.53843492063492
2468,Country,Africa,35.49,23.53843492063492
2469,Country,Eastern Mediterranean,35.78,23.53843492063492
2470,Country,Europe,35.84,23.53843492063492
2471,Country,South-East Asia,35.89,23.53843492063492
2472,Country,Africa,35.97,23.53843492063492
2473,Country,Africa,35.98,23.53843492063492
2474,Country,Eastern Mediterranean,35.99,23.53843492063492
2475,Country,Africa,36.03,23.53843492063492
2476,Country,Africa,36.08,23.53843492063492
2477,Country,Africa,36.29,23.53843492063492
2478,Country,Africa,36.48,23.53843492063492
2479,Country,Africa,36.51,23.53843492063492
2480,Country,Africa,36.53,23.53843492063492
2481,Country,Eastern Mediterranean,36.55,23.53843492063492
2482,Country,Africa,36.61,23.53843492063492
2483,Country,Africa,36.61,23.53843492063492
2484,Country,Africa,36.63,23.53843492063492
2485,Country,South-East Asia,36.76,23.53843492063492
2486,Country,Europe,36.79,23.53843492063492
2487,Country,Africa,37.01,23.53843492063492
2488,Country,Africa,37.04,23.53843492063492
2489,Country,Eastern Mediterranean,37.13,23.53843492063492
2490,Country,Africa,37.25,23.53843492063492
2491,Country,Africa,37.3,23.53843492063492
2492,Country,South-East Asia,37.31,23.53843492063492
2493,Country,Africa,37.37,23.53843492063492
2494,Country,Eastern Mediterranean,37.37,23.53843492063492
2495,Country,South-East Asia,37.42,23.53843492063492
2496,Country,South-East Asia,37.53,23.53843492063492
2497,Country,Africa,37.72,23.53843492063492
2498,Country,Europe,37.76,23.53843492063492
2499,Country,Europe,37.78,23.53843492063492
2500,Country,Africa,37.81,23.53843492063492
2501,Country,South-East Asia,38.23,23.53843492063492
2502,Country,Eastern Mediterranean,38.27,23.53843492063492
2503,Country,Africa,38.29,23.53843492063492
2504,Country,Africa,38.31,23.53843492063492
2505,Country,Western Pacific,38.38,23.53843492063492
2506,Country,Africa,38.47,23.53843492063492
2507,Country,Africa,38.57,23.53843492063492
2508,Country,Africa,38.63,23.53843492063492
2509,Country,Western Pacific,38.73,23.53843492063492
2510,Country,Eastern Mediterranean,38.86,23.53843492063492
2511,Country,Africa,38.98,23.53843492063492
2512,Country,Europe,39.02,23.53843492063492
2513,Country,Africa,39.11,23.53843492063492
2514,Country,Africa,39.32,23.53843492063492
2515,Country,Africa,39.89,23.53843492063492
2516,Country,Eastern Mediterranean,39.97,23.53843492063492
2517,Country,Europe,4.94,23.53843492063492
2518,Country,Europe,40.03,23.53843492063492
2519,Country,Europe,40.09,23.53843492063492
2520,Country,Africa,40.12,23.53843492063492
2521,Country,Africa,40.25,23.53843492063492
2522,Country,Europe,40.28,23.53843492063492
2523,Country,Africa,40.34,23.53843492063492
2524,Country,Africa,40.5,23.53843492063492
2525,Country,Africa,40.53,23.53843492063492
2526,Country,Eastern Mediterranean,40.56,23.53843492063492
2527,Country,Africa,40.62,23.53843492063492
2528,Country,Eastern Mediterranean,40.63,23.53843492063492
2529,Country,Eastern Mediterranean,40.72,23.53843492063492
2530,Country,Africa,40.86,23.53843492063492
2531,Country,Africa,40.91,23.53843492063492
2532,Country,Eastern Mediterranean,41.32,23.53843492063492
2533,Country,Europe,41.61,23.53843492063492
2534,Country,Eastern Mediterranean,41.64,23.53843492063492
2535,Country,Africa,41.75,23.53843492063492
2536,Country,Western Pacific,41.75,23.53843492063492
2537,Country,Africa,41.92,23.53843492063492
2538,Country,Africa,42.12,23.53843492063492
2539,Country,Europe,42.28,23.53843492063492
2540,Country,Europe,42.29,23.53843492063492
2541,Country,Africa,42.36,23.53843492063492
2542,Country,Europe,42.4,23.53843492063492
2543,Country,Eastern Mediterranean,42.43,23.53843492063492
2544,Country,Eastern Mediterranean,42.74,23.53843492063492
2545,Country,Africa,42.74,23.53843492063492
2546,Country,Africa,42.75,23.53843492063492
2547,Country,South-East Asia,42.85,23.53843492063492
2548,Country,Europe,43.0,23.53843492063492
2549,Country,Africa,43.04,23.53843492063492
2550,Country,Eastern Mediterranean,43.33,23.53843492063492
2551,Country,Africa,43.4,23.53843492063492
2552,Country,Eastern Mediterranean,43.41,23.53843492063492
2553,Country,Africa,43.42,23.53843492063492
2554,Country,Africa,43.71,23.53843492063492
2555,Country,Europe,43.96,23.53843492063492
2556,Country,Africa,44.32,23.53843492063492
2557,Country,Africa,44.36,23.53843492063492
2558,Country,Eastern Mediterranean,44.45,23.53843492063492
2559,Country,Africa,44.65,23.53843492063492
2560,Country,Africa,44.81,23.53843492063492
2561,Country,Eastern Mediterranean,44.91,23.53843492063492
2562,Country,Europe,45.38,23.53843492063492
2563,Country,Europe,45.48,23.53843492063492
2564,Country,Western Pacific,45.5,23.53843492063492
2565,Country,Africa,45.72,23.53843492063492
2566,Country,Africa,45.88,23.53843492063492
2567,Country,Eastern Mediterranean,45.97,23.53843492063492
2568,Country,South-East Asia,46.19,23.53843492063492
2569,Country,Africa,46.29,23.53843492063492
2570,Country,Africa,46.51,23.53843492063492
2571,Country,Africa,46.6,23.53843492063492
2572,Country,South-East Asia,46.74,23.53843492063492
2573,Country,Western Pacific,46.9,23.53843492063492
2574,Country,Africa,47.01,23.53843492063492
2575,Country,South-East Asia,47.04,23.53843492063492
2576,Country,Africa,47.93,23.53843492063492
2577,Country,South-East Asia,48.04,23.53843492063492
2578,Country,Western Pacific,48.07,23.53843492063492
2579,Country,Africa,48.19,23.53843492063492
2580,Country,Europe,48.28,23.53843492063492
2581,Country,Africa,48.44,23.53843492063492
2582,Country,Western Pacific,49.37,23.53843492063492
2583,Country,Europe,49.42,23.53843492063492
2584,Country,Europe,5.28,23.53843492063492
2585,Country,Europe,5.37,23.53843492063492
2586,Country,Europe,5.4,23.53843492063492
2587,Country,Americas,5.44,23.53843492063492
2588,Country,Western Pacific,5.51,23.53843492063492
2589,Country,Europe,5.53,23.53843492063492
2590,Country,Americas,5.62,23.53843492063492
2591,Country,Europe,5.75,23.53843492063492
2592,Country,Americas,5.76,23.53843492063492
2593,Country,Americas,5.8,23.53843492063492
2594,Country,Americas,5.82,23.53843492063492
2595,Country,Europe,5.86,23.53843492063492
2596,Country,Europe,5.9,23.53843492063492
2597,Country,Europe,5.93,23.53843492063492
2598,Country,Europe,5.95,23.53843492063492
2599,Country,Eastern Mediterranean,50.19,23.53843492063492
2600,Country,South-East Asia,50.23,23.53843492063492
2601,Country,South-East Asia,50.32,23.53843492063492
2602,Country,Africa,50.72,23.53843492063492
2603,Country,South-East Asia,50.76,23.53843492063492
2604,Country,Western Pacific,50.89,23.53843492063492
2605,Country,Africa,50.92,23.53843492063492
2606,Country,South-East Asia,50.98,23.53843492063492
2607,Country,South-East Asia,51.3,23.53843492063492
2608,Country,Europe,51.63,23.53843492063492
2609,Country,Eastern Mediterranean,51.98,23.53843492063492
2610,Country,Eastern Mediterranean,52.14,23.53843492063492
2611,Country,Africa,52.41,23.53843492063492
2612,Country,Africa,52.85,23.53843492063492
2613,Country,Africa,52.87,23.53843492063492
2614,Country,Africa,53.06,23.53843492063492
2615,Country,South-East Asia,53.3,23.53843492063492
2616,Country,Africa,53.35,23.53843492063492
2617,Country,Eastern Mediterranean,53.6,23.53843492063492
2618,Country,Eastern Mediterranean,54.03,23.53843492063492
2619,Country,South-East Asia,54.17,23.53843492063492
2620,Country,Eastern Mediterranean,54.49,23.53843492063492
2621,Country,Eastern Mediterranean,54.72,23.53843492063492
2622,Country,Eastern Mediterranean,54.76,23.53843492063492
2623,Country,South-East Asia,55.05,23.53843492063492
2624,Country,Eastern Mediterranean,55.08,23.53843492063492
2625,Country,Eastern Mediterranean,55.09,23.53843492063492
2626,Country,Africa,55.56,23.53843492063492
2627,Country,Africa,55.61,23.53843492063492
2628,Country,Europe,55.97,23.53843492063492
2629,Country,Western Pacific,56.0,23.53843492063492
2630,Country,Eastern Mediterranean,56.2,23.53843492063492
2631,Country,Africa,56.29,23.53843492063492
2632,Country,Eastern Mediterranean,56.33,23.53843492063492
2633,Country,Africa,56.55,23.53843492063492
2634,Country,Africa,56.59,23.53843492063492
2635,Country,South-East Asia,56.81,23.53843492063492
2636,Country,Eastern Mediterranean,57.25,23.53843492063492
2637,Country,Africa,57.27,23.53843492063492
2638,Country,Africa,57.45,23.53843492063492
2639,Country,Eastern Mediterranean,57.65,23.53843492063492
2640,Country,Africa,57.76,23.53843492063492
2641,Country,Eastern Mediterranean,57.93,23.53843492063492
2642,Country,Africa,58.02,23.53843492063492
2643,Country,Africa,58.12,23.53843492063492
2644,Country,Eastern Mediterranean,58.43,23.53843492063492
2645,Country,Eastern Mediterranean,58.47,23.53843492063492
2646,Country,Africa,58.56,23.53843492063492
2647,Country,Africa,59.3,23.53843492063492
2648,Country,Europe,59.39,23.53843492063492
2649,Country,Eastern Mediterranean,59.58,23.53843492063492
2650,Country,Europe,59.63,23.53843492063492
2651,Country,Europe,6.01,23.53843492063492
2652,Country,Europe,6.03,23.53843492063492
2653,Country,Europe,6.08,23.53843492063492
2654,Country,Europe,6.14,23.53843492063492
2655,Country,Western Pacific,6.16,23.53843492063492
2656,Country,Americas,6.17,23.53843492063492
2657,Country,Europe,6.17,23.53843492063492
2658,Country,Europe,6.17,23.53843492063492
2659,Country,Europe,6.2,23.53843492063492
2660,Country,Europe,6.36,23.53843492063492
2661,Country,Europe,6.4,23.53843492063492
2662,Country,Europe,6.42,23.53843492063492
2663,Country,Europe,6.53,23.53843492063492
2664,Country,Western Pacific,6.64,23.53843492063492
2665,Country,Western Pacific,6.64,23.53843492063492
2666,Country,Europe,6.74,23.53843492063492
2667,Country,Americas,6.74,23.53843492063492
2668,Country,Western Pacific,6.82,23.53843492063492
2669,Country,Western Pacific,6.85,23.53843492063492
2670,Country,Western Pacific,6.85,23.53843492063492
2671,Country,Western Pacific,6.88,23.53843492063492
2672,Country,Western Pacific,6.89,23.53843492063492
2673,Country,Western Pacific,6.89,23.53843492063492
2674,Country,Americas,6.9,23.53843492063492
2675,Country,Americas,6.96,23.53843492063492
2676,Country,Africa,61.68,23.53843492063492
2677,Country,Eastern Mediterranean,61.78,23.53843492063492
2678,Country,Eastern Mediterranean,62.05,23.53843492063492
2679,Country,Eastern Mediterranean,62.66,23.53843492063492
2680,Country,Europe,62.9,23.53843492063492
2681,Country,Eastern Mediterranean,62.96,23.53843492063492
2682,Country,Eastern Mediterranean,62.98,23.53843492063492
2683,Country,Eastern Mediterranean,63.11,23.53843492063492
2684,Country,Eastern Mediterranean,63.11,23.53843492063492
2685,Country,Eastern Mediterranean,63.28,23.53843492063492
2686,Country,Africa,64.0,23.53843492063492
2687,Country,Africa,64.08,23.53843492063492
2688,Country,Eastern Mediterranean,64.18,23.53843492063492
2689,Country,Africa,64.32,23.53843492063492
2690,Country,Western Pacific,65.06,23.53843492063492
2691,Country,Africa,65.15,23.53843492063492
2692,Country,Eastern Mediterranean,65.3,23.53843492063492
2693,Country,Eastern Mediterranean,65.55,23.53843492063492
2694,Country,Eastern Mediterranean,65.63,23.53843492063492
2695,Country,Eastern Mediterranean,68.89,23.53843492063492
2696,Country,Eastern Mediterranean,69.35,23.53843492063492
2697,Country,Europe,69.42,23.53843492063492
2698,Country,Western Pacific,7.01,23.53843492063492
2699,Country,Western Pacific,7.01,23.53843492063492
2700,Country,Western Pacific,7.02,23.53843492063492
2701,Country,Western Pacific,7.03,23.53843492063492
2702,Country,Western Pacific,7.06,23.53843492063492
2703,Country,Western Pacific,7.08,23.53843492063492
2704,Country,Europe,7.08,23.53843492063492
2705,Country,Western Pacific,7.14,23.53843492063492
2706,Country,Western Pacific,7.15,23.53843492063492
2707,Country,Western Pacific,7.21,23.53843492063492
2708,Country,Western Pacific,7.21,23.53843492063492
2709,Country,Americas,7.24,23.53843492063492
2710,Country,Western Pacific,7.26,23.53843492063492
2711,Country,Western Pacific,7.31,23.53843492063492
2712,Country,Europe,7.31,23.53843492063492
2713,Country,Europe,7.33,23.53843492063492
2714,Country,Western Pacific,7.36,23.53843492063492
2715,Country,Western Pacific,7.38,23.53843492063492
2716,Country,Americas,7.4,23.53843492063492
2717,Country,Western Pacific,7.42,23.53843492063492
2718,Country,Europe,7.44,23.53843492063492
2719,Country,Western Pacific,7.45,23.53843492063492
2720,Country,Western Pacific,7.45,23.53843492063492
2721,Country,Western Pacific,7.45,23.53843492063492
2722,Country,Western Pacific,7.45,23.53843492063492
2723,Country,Western Pacific,7.45,23.53843492063492
2724,Country,Western Pacific,7.48,23.53843492063492
2725,Country,Western Pacific,7.48,23.53843492063492
2726,Country,Western Pacific,7.48,23.53843492063492
2727,Country,Western Pacific,7.5,23.53843492063492
2728,Country,Western Pacific,7.56,23.53843492063492
2729,Country,Western Pacific,7.58,23.53843492063492
2730,Country,Western Pacific,7.59,23.53843492063492
2731,Country,Western Pacific,7.59,23.53843492063492
2732,Country,Western Pacific,7.6,23.53843492063492
2733,Country,Western Pacific,7.61,23.53843492063492
2734,Country,Western Pacific,7.61,23.53843492063492
2735,Country,Western Pacific,7.61,23.53843492063492
2736,Country,Western Pacific,7.62,23.53843492063492
2737,Country,Western Pacific,7.63,23.53843492063492
2738,Country,Western Pacific,7.64,23.53843492063492
2739,Country,Europe,7.64,23.53843492063492
2740,Country,Western Pacific,7.66,23.53843492063492
2741,Country,Western Pacific,7.66,23.53843492063492
2742,Country,Western Pacific,7.67,23.53843492063492
2743,Country,Americas,7.78,23.53843492063492
2744,Country,Western Pacific,7.8,23.53843492063492
2745,Country,Americas,7.8,23.53843492063492
2746,Country,Western Pacific,7.91,23.53843492063492
2747,Country,Western Pacific,7.91,23.53843492063492
2748,Country,Western Pacific,7.95,23.53843492063492
2749,Country,Western Pacific,7.95,23.53843492063492
2750,Country,Americas,7.96,23.53843492063492
2751,Country,Americas,7.98,23.53843492063492
2752,Country,Eastern Mediterranean,74.91,23.53843492063492
2753,Country,Western Pacific,8.01,23.53843492063492
2754,Country,Western Pacific,8.01,23.53843492063492
2755,Country,Europe,8.13,23.53843492063492
2756,Country,Europe,8.18,23.53843492063492
2757,Country,Americas,8.26,23.53843492063492
2758,Country,Western Pacific,8.29,23.53843492063492
2759,Country,Western Pacific,8.29,23.53843492063492
2760,Country,Americas,8.32,23.53843492063492
2761,Country,Western Pacific,8.36,23.53843492063492
2762,Country,Western Pacific,8.38,23.53843492063492
2763,Country,Europe,8.38,23.53843492063492
2764,Country,Americas,8.5,23.53843492063492
2765,Country,Americas,8.5,23.53843492063492
2766,Country,Americas,8.51,23.53843492063492
2767,Country,Americas,8.51,23.53843492063492
2768,Country,Europe,8.57,23.53843492063492
2769,Country,Europe,8.59,23.53843492063492
2770,Country,Europe,8.61,23.53843492063492
2771,Country,Western Pacific,8.62,23.53843492063492
2772,Country,Europe,8.62,23.53843492063492
2773,Country,Europe,8.64,23.53843492063492
2774,Country,Europe,8.64,23.53843492063492
2775,Country,Europe,8.66,23.53843492063492
2776,Country,Western Pacific,8.68,23.53843492063492
2777,Country,Americas,8.75,23.53843492063492
2778,Country,Western Pacific,8.76,23.53843492063492
2779,Country,Western Pacific,8.77,23.53843492063492
2780,Country,Americas,8.85,23.53843492063492
2781,Country,Western Pacific,8.87,23.53843492063492
2782,Country,Americas,8.97,23.53843492063492
2783,Country,Europe,8.97,23.53843492063492
2784,Country,Eastern Mediterranean,83.49,23.53843492063492
2785,Country,Americas,9.0,23.53843492063492
2786,Country,Americas,9.02,23.53843492063492
